"gene","18-F-50","18-F-51","18-M-52","18-M-53","21-F-54","21-F-55","24-M-58","24-M-59","24-M-60","24-M-61","3-F-56","3-F-57"
"Anapc2",60,38,216,238,212,269,211,251,110,117,203,210
"Man1b1",40,34,168,139,100,116,95,116,62,52,98,96
"Dpp7",43,29,225,242,187,232,168,206,90,76,152,147
"Uap1l1",65,32,278,257,200,300,295,268,152,120,193,182
"Entpd2",462,360,2342,2454,2051,2321,2318,2410,1317,1060,1578,1500
"Npdc1",325,191,1719,1637,923,1008,676,901,486,487,903,892
"Abca2",23,10,104,85,87,60,54,57,33,40,64,79
"BC029214",54,46,219,238,202,203,166,162,89,87,157,180
"Ptgds",4,2,8,4,4,5,8,2,1,8,2,1
"Fbxw5",35,21,121,114,67,59,57,105,38,36,65,76
"Traf2",20,15,125,96,59,93,55,74,61,44,89,64
"Edf1",386,268,2460,1981,1343,1556,1081,1325,719,683,1239,1244
"Phpt1",106,71,540,480,386,444,328,423,220,193,355,409
"B230208H17Rik",48,35,185,119,149,175,108,130,99,86,119,168
"Tmem141",6,4,32,24,24,25,18,28,10,9,15,21
"Bmyc",41,39,179,184,115,147,117,161,67,69,112,156
"Camsap1",19,11,64,49,48,65,41,55,39,38,46,44
"Ubac1",24,11,105,97,62,80,53,70,36,50,69,80
"Nacc2",32,21,63,78,76,99,62,79,47,49,75,85
"C330006A16Rik",47,47,130,112,112,104,78,89,64,40,111,117
"Qsox2",16,8,69,42,51,54,55,52,39,27,51,36
"Gpsm1",27,18,77,87,69,107,87,86,63,55,86,70
"Dnlz",75,38,404,292,196,224,146,141,101,101,214,194
"Snapc4",7,2,32,30,14,19,14,13,11,11,16,14
"Sdccag3",56,44,288,191,203,258,165,187,97,113,188,193
"Pmpca",18,8,72,79,76,79,78,79,44,41,65,77
"Inpp5e",19,4,42,33,33,37,28,43,24,21,23,24
"Sec16a",39,30,200,163,120,110,80,126,93,53,91,100
"Notch1",26,20,51,46,46,66,43,56,32,35,42,36
"Egfl7",43,15,84,63,71,154,79,77,51,101,59,78
"Fam69b",21,8,93,98,61,63,60,80,25,24,64,85
"Snhg7",41,22,138,79,145,158,124,118,103,70,117,89
"Surf6",6,14,75,45,41,47,38,44,21,30,38,29
"Med22",12,12,56,43,38,39,34,44,25,18,38,39
"Rpl7a",1306,959,12733,10299,7054,7985,5593,6510,4217,3539,5561,5463
"Surf1",70,42,341,321,273,313,258,279,164,156,244,263
"Surf2",28,30,247,159,121,166,118,140,84,77,143,115
"Surf4",176,154,1297,1057,634,635,477,595,323,303,545,543
"Rexo4",23,15,96,104,70,86,86,102,56,51,75,85
"5930434B04Rik",33,22,147,131,99,104,94,117,70,47,81,103
"Adamtsl2",6,1,4,4,6,7,3,5,2,2,15,14
"Sardh",13,12,50,38,29,35,21,37,15,9,30,45
"Brd3",49,32,116,89,130,179,141,146,103,71,149,133
"Wdr5",26,20,136,94,74,97,74,70,48,43,67,68
"Rxra",15,12,95,96,64,60,45,67,44,40,62,61
"Col5a1",240,179,1121,1392,741,677,383,510,248,283,920,974
"Olfm1",71,62,230,204,242,276,206,236,124,121,206,219
"Mrps2",3,5,32,23,17,16,6,9,16,13,15,14
"Ralgds",128,101,568,368,295,384,248,304,176,163,221,223
"Gtf3c5",14,6,24,19,23,23,21,21,19,6,24,19
"Tsc1",12,7,35,22,29,25,13,37,15,13,22,14
"Gtf3c4",18,11,51,39,36,41,22,50,17,23,25,34
"Ddx31",6,6,34,28,15,20,20,21,10,13,16,19
"Ttf1",11,15,33,35,42,40,43,36,25,28,31,39
"Setx",15,8,54,63,39,51,48,41,32,32,43,44
"6530402F18Rik",1,3,9,16,8,10,4,6,1,5,7,10
"Med27",43,15,104,97,100,113,98,120,57,44,79,73
"Rapgef1",45,34,212,169,162,154,105,116,60,79,110,113
"Trub2",5,3,34,24,14,21,12,12,12,8,22,18
"Coq4",7,3,39,34,23,30,21,26,14,15,13,12
"Slc27a4",14,6,61,58,41,42,18,25,22,14,33,37
"Urm1",32,24,214,156,121,153,109,128,86,68,127,121
"Cercam",54,38,130,162,123,142,95,127,47,58,172,183
"Odf2",18,16,66,61,66,72,61,82,41,43,63,62
"Gle1",35,19,117,102,61,73,61,69,45,37,75,61
"Spna2",116,89,502,473,416,476,247,336,217,193,314,320
"Wdr34",8,7,46,43,41,44,32,60,27,19,35,28
"Set",247,225,1156,806,908,955,690,890,471,436,707,836
"Pkn3",8,5,7,9,10,8,8,8,7,2,4,5
"Zdhhc12",6,1,22,18,6,4,7,5,5,6,10,9
"Zer1",11,6,43,29,26,17,18,32,18,10,23,15
"Tbc1d13",7,3,28,33,16,17,19,15,7,15,23,18
"Endog",25,23,120,136,86,96,84,96,49,31,75,95
"D2Wsu81e",20,13,98,82,64,72,46,60,41,44,57,54
"Ccbl1",3,6,29,14,9,15,8,22,11,14,17,10
"1700084E18Rik",0,1,5,7,4,1,2,3,2,2,1,6
"Lrrc8a",246,167,671,429,564,548,566,678,376,300,453,503
"Phyhd1",18,10,83,63,51,51,49,55,46,31,55,46
"Dolk",20,19,99,67,68,67,93,93,53,33,66,79
"Nup188",13,12,55,42,36,29,26,30,16,17,25,41
"Sh3glb2",66,42,237,237,185,180,166,189,113,97,162,153
"Fam73b",8,4,49,40,29,29,28,29,22,16,19,23
"Dolpp1",9,5,25,40,21,23,15,30,17,10,27,29
"Crat",30,22,96,107,73,85,78,85,52,58,72,70
"Ppp2r4",82,50,455,366,236,251,216,257,154,142,278,275
"Ier5l",11,8,45,24,21,39,25,23,22,16,23,18
"Mettl11a",57,38,284,210,152,162,181,171,124,85,138,119
"Asb6",13,7,68,58,47,51,43,47,35,29,44,41
"Prrx2",87,86,608,690,349,311,207,338,118,148,324,500
"Ptges",90,93,443,389,413,527,448,340,284,223,333,287
"Tor1b",20,24,140,134,122,124,87,143,84,56,126,128
"Tor1a",55,38,216,185,172,200,207,206,132,84,150,159
"BC005624",63,50,281,253,234,274,226,257,114,118,220,218
"Usp20",4,3,13,11,8,12,11,8,8,4,11,7
"Fnbp1",22,21,83,67,75,78,57,64,51,43,87,62
"D330023K18Rik",11,11,31,38,27,39,32,22,12,14,21,35
"Gpr107",12,15,92,75,53,46,51,57,36,27,85,47
"Ncs1",39,17,130,95,82,101,54,63,28,38,83,96
"Ass1",10,5,20,11,33,27,18,35,14,9,14,13
"Fubp3",43,19,91,83,97,66,76,111,48,44,63,77
"Exosc2",29,16,127,91,80,97,77,81,72,61,49,47
"Abl1",42,36,127,143,106,114,117,137,72,84,90,104
"Lamc3",2,4,38,19,5,5,23,21,11,8,10,7
"Aif1l",50,50,142,122,201,210,121,174,84,86,142,148
"Nup214",13,9,53,31,40,50,45,42,32,22,44,30
"Ppapdc3",6,3,28,36,13,21,19,37,18,12,16,26
"Prrc2b",84,47,373,309,286,301,204,281,168,173,231,202
"Pomt1",9,8,49,33,30,42,32,28,14,15,26,30
"Uck1",27,23,112,116,100,104,80,90,51,38,93,82
"Swi5",333,299,2122,1912,1519,1670,1376,1639,851,741,1175,1245
"Golga2",27,19,92,105,98,82,70,89,49,59,81,95
"Dnm1",101,83,433,473,370,380,279,374,191,192,290,279
"Ciz1",25,21,106,95,102,111,71,111,50,46,80,59
"1110008P14Rik",49,26,303,282,181,214,119,158,74,77,194,194
"Lcn2",36,18,730,240,40,85,200,129,226,84,111,19
"Ptges2",17,16,90,80,54,61,51,59,31,23,56,58
"Slc25a25",76,72,308,256,264,323,236,332,164,165,199,208
"Fam102a",19,20,98,90,41,64,50,56,55,30,43,38
"Dpm2",49,47,315,245,178,216,162,155,105,93,178,182
"St6galnac4",31,17,165,126,85,75,63,106,46,41,71,70
"St6galnac6",51,33,263,226,146,173,123,185,92,86,150,172
"Ak1",55,41,166,172,175,162,102,136,52,62,141,161
"Eng",135,79,716,557,422,540,365,517,259,240,407,414
"Fpgs",28,14,103,105,67,89,64,63,42,41,55,59
"Cdk9",88,56,395,263,257,268,196,209,144,130,130,186
"Sh2d3c",5,3,19,17,13,24,10,8,10,15,7,7
"Tor2a",33,24,224,235,130,149,112,139,77,77,134,135
"Ptrh1",7,5,110,65,42,30,25,35,18,15,32,32
"Stxbp1",45,49,149,134,162,157,105,170,95,86,93,131
"Fam129b",82,55,266,191,156,242,157,168,116,123,140,132
"Lrsam1",9,9,33,32,25,28,21,31,11,18,24,11
"Rpl12",1209,914,25557,17960,9088,9174,5372,7006,6137,4961,6683,6491
"Snora65",2,3,8,2,3,5,0,2,2,3,7,2
"Slc2a8",25,11,106,97,80,104,81,118,46,47,76,85
"Garnl3",2,3,18,13,17,18,17,27,15,7,4,15
"Angptl2",243,152,865,1101,870,912,649,771,335,343,769,988
"Zbtb34",4,4,13,15,14,9,12,14,9,9,11,16
"Zbtb43",18,7,53,16,51,64,35,63,27,25,40,49
"Fam125b",10,6,48,31,39,42,22,35,30,29,42,47
"Pbx3",3,5,9,7,12,17,10,17,9,13,9,11
"Mapkap1",47,43,218,164,172,202,141,168,98,72,172,168
"Gapvd1",31,15,59,45,129,127,103,121,81,51,85,106
"Hspa5",2199,1727,8126,7042,8615,10581,9425,10998,4633,4215,7021,6167
"Rabepk",17,10,92,70,43,43,74,50,32,32,45,39
"Fbxw2",77,52,267,214,220,238,219,259,170,134,186,212
"Psmd5",13,20,62,86,52,66,85,79,38,30,52,58
"Traf1",2,3,11,3,7,9,8,14,8,8,11,8
"Cep110",8,12,23,34,55,54,63,71,36,40,40,41
"Rab14",220,165,786,715,812,878,877,996,546,476,626,665
"Gsn",45665,29683,211397,183802,171321,217773,194592,201374,106099,84817,150594,144798
"Stom",31,31,69,58,73,92,66,89,48,35,68,43
"Ggta1",29,16,100,75,60,85,34,46,39,44,76,86
"Dab2ip",18,14,63,63,64,77,39,59,45,33,64,54
"Ndufa8",118,94,825,685,514,586,458,542,287,241,464,448
"Lhx6",1,0,4,0,5,1,1,2,4,4,3,0
"Rbm18",95,62,317,236,272,335,273,286,211,184,217,199
"Mrrf",32,22,175,135,105,106,88,104,64,55,112,101
"Ptgs1",37,20,67,53,146,188,139,170,41,62,55,59
"Pdcl",22,21,110,100,88,93,69,105,53,48,72,91
"Rc3h2",24,17,110,79,109,99,83,93,69,51,91,89
"Zbtb6",4,4,16,10,19,13,8,11,15,8,9,12
"Rabgap1",20,12,69,48,57,46,44,58,34,24,38,47
"Strbp",17,11,49,32,36,49,19,45,25,21,48,84
"Dennd1a",14,13,101,54,45,62,40,39,35,37,47,41
"Lhx2",1,3,8,13,13,15,7,12,5,5,13,18
"Nek6",25,22,235,145,97,139,93,95,81,61,65,50
"Psmb7",137,91,839,774,671,738,711,776,352,337,542,584
"Nr6a1",3,6,8,7,19,20,12,16,5,6,9,10
"Olfml2a",2,7,14,10,21,21,16,15,4,10,20,11
"Rpl35",5322,3848,26820,20744,18612,21085,15709,17897,10362,8899,14844,14216
"Arpc5l",84,62,404,326,287,286,245,275,152,141,209,253
"Golga1",5,4,17,22,17,21,19,25,13,13,18,22
"Scai",17,9,48,46,53,40,38,52,26,36,28,42
"Ppp6c",49,30,221,201,176,261,275,240,163,107,176,148
"Arhgap15",1,1,9,11,10,3,10,11,10,8,6,5
"Gtdc1",9,2,31,28,27,30,23,25,22,18,19,20
"Zeb2",79,71,309,263,332,377,288,342,188,184,264,246
"Gm13476",7,10,50,47,24,32,21,21,23,9,31,25
"Acvr2a",19,19,81,63,72,102,52,65,49,47,84,73
"Orc4",40,26,110,126,118,137,136,153,85,66,106,103
"Mbd5",4,2,11,11,14,12,14,7,6,6,13,14
"Epc2",40,32,160,116,137,150,125,125,93,66,120,124
"Kif5c",1,3,4,8,10,14,4,9,2,3,10,6
"Lypd6b",2,2,1,2,0,1,0,0,0,0,2,2
"Lypd6",0,1,0,2,1,3,1,2,2,4,2,6
"Mmadhc",76,55,338,246,222,230,221,254,129,130,207,229
"Rnd3",131,141,515,357,441,532,604,643,249,265,327,359
"Rbm43",12,21,112,90,95,87,69,85,37,51,62,66
"Nmi",42,32,210,164,191,222,238,221,129,94,173,167
"Tnfaip6",3404,2751,20013,13226,21878,24204,26307,30852,11053,10684,11649,9680
"Rif1",13,21,46,37,80,79,75,82,44,33,50,63
"Neb",2,2,1,4,4,8,4,5,4,3,6,6
"Arl5a",93,64,375,269,223,235,205,241,136,150,212,261
"Cacnb4",14,12,25,27,35,36,30,54,31,40,47,60
"Stam2",27,19,109,86,87,102,73,91,42,38,76,89
"Fmnl2",38,25,189,134,98,86,87,106,56,61,63,97
"Prpf40a",86,44,86,71,271,285,296,322,163,140,167,220
"Arl6ip6",34,28,128,100,104,118,133,127,57,72,93,91
"Rprm",1,0,10,10,5,2,4,4,0,0,12,15
"Nr4a2",174,79,144,123,497,562,662,659,229,327,290,330
"Gpd2",26,17,68,48,102,125,97,131,76,44,66,68
"Cytip",3,2,14,23,20,13,24,43,21,15,29,12
"Acvr1",29,21,154,139,94,106,74,76,56,57,70,103
"Pkp4",10,11,44,14,30,33,26,23,16,18,26,21
"Tanc1",21,8,52,38,51,44,25,45,43,19,31,46
"Wdsub1",14,20,61,55,55,73,57,49,41,42,42,45
"Baz2b",42,30,95,74,176,211,159,161,98,82,139,138
"March7",16,19,40,18,72,64,73,86,41,42,44,53
"Cd302",556,466,3294,2569,2262,2735,2733,2849,1466,1199,1859,2014
"Pla2r1",12,13,76,48,55,59,35,82,45,29,39,27
"Rbms1",348,302,1100,731,1242,1506,1360,1623,1033,905,1066,1035
"Tank",40,19,134,121,98,113,108,112,91,78,96,79
"Psmd14",52,45,250,243,273,318,254,354,144,128,179,218
"Dpp4",176,118,543,483,644,688,541,769,283,292,398,424
"Gcg",19,1,1,1,32,9,1,1,0,0,9,1
"Fap",127,93,516,505,566,621,566,598,251,190,482,468
"Ifih1",33,26,85,87,101,118,113,148,66,50,94,82
"Gca",8,6,23,12,6,20,39,31,15,12,11,8
"Fign",1,1,18,14,7,17,15,15,13,15,10,8
"Grb14",8,6,4,0,10,11,8,9,5,2,9,1
"Cobll1",7,11,24,24,17,24,29,24,14,11,11,22
"Scn2a1",5,4,6,13,16,15,17,11,11,6,25,14
"Ttc21b",5,1,28,29,18,24,21,20,25,13,18,15
"Scn7a",92,71,769,451,322,370,407,480,330,243,237,235
"B3galt1",7,1,23,13,11,19,11,16,13,8,16,17
"Stk39",31,19,107,80,143,138,91,119,51,67,91,113
"Lass6",6,3,13,9,15,9,13,18,3,3,9,8
"Nostrin",9,1,16,16,24,32,38,21,14,11,20,16
"Spc25",3,2,1,5,0,3,3,1,1,6,2,1
"Bbs5",7,7,34,34,23,42,32,49,26,12,16,27
"Kbtbd10",2,4,0,1,1,1,0,0,1,0,1,2
"Fastkd1",0,3,5,7,4,3,1,1,1,2,5,0
"Ppig",134,108,323,234,508,570,495,551,317,286,393,405
"4930578N16Rik",1,2,11,7,5,15,9,6,5,6,11,9
"Phospho2",7,13,53,60,45,45,46,58,25,21,41,37
"Klhl23",8,4,13,7,5,7,8,8,4,2,10,3
"Ssb",174,131,729,578,926,1071,993,1071,476,423,663,719
"Mettl5",24,14,119,81,108,123,94,99,55,47,76,72
"Ubr3",30,16,107,104,86,77,82,110,49,59,71,95
"Gorasp2",159,111,774,631,428,446,311,394,229,201,361,390
"Tlk1",22,23,76,63,51,64,51,54,39,28,58,56
"Mettl8",6,5,24,20,14,11,7,19,6,6,6,12
"Dcaf17",12,22,34,22,46,39,27,41,18,25,32,35
"Cybrd1",9,8,29,40,21,21,7,9,14,16,30,26
"Dync1i2",126,109,359,331,469,528,374,474,214,193,362,389
"Slc25a12",29,19,89,99,78,92,57,76,44,40,68,72
"Hat1",39,34,172,165,172,230,198,202,109,96,115,129
"Metap1d",15,16,89,82,69,77,52,68,56,39,50,39
"Itga6",20,11,4,10,19,15,16,13,12,19,9,23
"Pdk1",7,10,21,24,29,40,21,35,23,13,20,20
"Rapgef4",17,22,72,42,54,75,30,46,32,45,80,85
"B230120H23Rik",33,29,103,79,82,115,55,90,49,47,71,58
"Cdca7",1,1,15,13,5,4,9,9,3,1,8,6
"Sp3",80,73,269,204,252,297,255,296,174,170,217,247
"1700011J10Rik",37,22,135,81,115,132,88,127,72,54,114,132
"Ola1",30,29,288,314,206,242,225,230,109,107,163,174
"Cir1",28,10,115,116,131,158,159,132,88,73,103,93
"Scrn3",3,2,15,20,17,30,26,27,13,12,23,16
"Gpr155",7,2,14,16,21,17,8,18,12,7,7,12
"Wipf1",106,78,300,347,328,320,254,318,163,182,313,360
"Chn1",5,0,11,12,2,10,14,11,3,6,9,16
"Atf2",37,37,172,141,134,172,150,183,98,91,123,140
"Atp5g3",274,180,1391,1083,998,1024,725,937,509,444,786,765
"Lnp",35,26,100,95,118,129,106,96,59,63,99,131
"Hoxd10",4,0,10,6,6,4,6,3,2,1,11,7
"Hoxd9",13,9,44,48,33,34,19,31,20,19,32,25
"Hoxd8",5,0,6,10,5,4,4,7,6,3,2,2
"1700109F18Rik",0,4,1,3,3,0,1,3,1,5,2,3
"Hoxd4",2,1,8,9,8,11,7,5,5,4,3,4
"Mtx2",36,30,227,200,161,179,160,169,80,64,138,149
"Hnrnpa3",325,272,1383,1169,1368,1454,1257,1457,819,694,895,917
"Nfe2l2",265,179,1143,775,1309,1510,1579,1892,804,732,794,753
"Agps",12,15,47,50,61,48,44,45,33,15,45,41
"Ttc30b",7,1,6,9,17,8,6,11,5,7,6,12
"Rbm45",6,7,11,3,8,12,6,7,8,5,7,4
"Osbpl6",20,8,35,24,31,54,21,28,24,17,40,36
"Prkra",42,23,133,133,126,149,119,164,78,72,115,100
"Fkbp7",248,169,1322,1305,977,1060,1097,1223,564,479,1014,984
"Plekha3",50,21,266,153,96,100,117,145,77,75,90,88
"Ccdc141",1,3,8,3,9,7,11,10,1,2,5,6
"Sestd1",42,36,205,157,163,163,152,196,80,76,122,102
"Zfp385b",11,3,30,18,27,23,13,14,6,13,37,40
"Cwc22",8,12,43,39,39,40,41,39,31,25,27,29
"Ube2e3",135,113,567,497,464,467,452,547,294,259,374,382
"Itga4",4,0,0,3,1,4,0,12,1,4,9,8
"Ssfa2",9,12,69,49,39,63,53,52,33,21,35,52
"Pde1a",16,16,159,92,81,74,102,105,62,45,58,49
"Dnajc10",89,61,352,376,314,344,233,319,178,162,280,318
"Frzb",3,1,8,14,2,8,3,14,2,7,1,4
"Nckap1",12,11,26,16,69,61,43,55,30,35,49,57
"Dusp19",15,7,67,74,48,57,28,31,20,14,52,43
"Nup35",23,16,95,84,80,96,66,87,39,44,71,67
"Zc3h15",153,135,642,424,607,690,570,639,368,338,478,448
"Itgav",84,64,363,319,287,263,225,257,137,121,244,251
"Fam171b",24,21,37,26,95,88,83,108,59,44,77,85
"Calcrl",39,34,123,131,160,196,128,199,82,92,144,169
"Tfpi",38,26,200,147,156,117,145,152,73,64,123,122
"Ctnnd1",55,39,276,188,186,211,135,162,100,107,137,143
"2700094K13Rik",66,43,183,227,202,252,168,186,89,120,176,194
"Tmx2",36,33,165,187,123,158,149,168,88,87,97,136
"Med19",11,22,66,57,85,109,85,97,65,50,61,79
"Zdhhc5",27,25,149,91,98,95,73,97,48,49,78,73
"Clp1",10,6,67,42,44,84,67,71,53,45,45,43
"Serping1",3622,2623,21170,16491,13065,15431,14770,17212,8741,7765,9692,9513
"Ube2l6",91,59,243,252,243,345,242,316,165,160,229,215
"Timm10",66,37,613,267,259,291,171,191,126,90,145,171
"Slc43a1",26,24,236,175,108,127,170,167,132,92,77,71
"Slc43a3",260,213,1440,1064,1046,1188,1739,1800,1253,823,815,722
"Ssrp1",84,73,428,338,289,351,266,343,200,159,228,225
"Tnks1bp1",43,38,226,178,202,213,150,214,118,109,154,163
"Aplnr",0,0,3,8,2,1,3,6,1,2,8,1
"Lrrc55",1,1,6,9,6,6,5,4,1,3,11,21
"Olfr1033",2,1,10,7,9,9,7,11,5,2,4,10
"Ptprj",63,52,197,115,172,147,111,137,74,89,109,91
"Nup160",10,9,35,31,23,28,25,24,16,20,15,26
"Fnbp4",41,26,152,86,134,149,126,147,100,81,92,98
"Mtch2",124,89,660,538,455,514,374,490,297,242,391,371
"C1qtnf4",9,13,47,44,17,38,30,49,23,22,38,39
"Ndufs3",88,69,591,554,433,419,403,474,236,187,322,355
"Kbtbd4",2,2,13,18,16,17,16,17,7,6,17,14
"Ptpmt1",53,46,447,308,212,204,153,218,124,121,162,194
"Celf1",68,51,240,180,275,263,205,240,138,135,195,208
"Rapsn",6,4,15,19,12,19,11,6,6,11,8,14
"Psmc3",174,142,870,763,641,747,658,717,390,331,549,546
"Slc39a13",47,37,187,185,155,133,99,116,75,74,151,169
"Sfpi1",1,3,16,18,8,15,10,15,6,11,4,13
"Madd",3,2,6,8,7,7,6,10,4,7,9,6
"Nr1h3",23,20,180,182,88,109,80,109,59,66,80,79
"Acp2",21,26,103,94,86,94,78,64,37,38,59,72
"Ddb2",7,5,23,26,21,26,31,36,20,12,13,17
"A330069E16Rik",29,28,86,62,72,110,64,81,58,25,42,26
"Pacsin3",20,17,48,57,53,81,56,68,61,43,38,48
"Arfgap2",35,27,198,205,135,158,141,163,100,101,138,135
"1110051M20Rik",26,14,60,79,73,82,58,81,47,34,67,67
"Lrp4",61,34,81,81,83,111,91,79,53,64,62,88
"Ckap5",10,14,48,44,40,61,57,48,29,29,36,52
"Zfp408",3,2,10,7,7,8,6,4,5,3,11,8
"Arhgap1",39,31,208,209,138,129,91,141,74,63,82,110
"Atg13",22,6,85,71,56,43,39,48,24,24,39,46
"Harbi1",3,1,9,10,2,4,8,9,9,6,17,10
"Ambra1",17,6,46,52,34,34,24,40,24,23,46,29
"Mdk",68,73,380,311,230,335,279,339,201,182,247,342
"Dgkz",9,10,71,43,36,48,29,32,22,17,33,41
"Creb3l1",166,125,766,703,357,366,356,466,234,203,422,507
"Phf21a",30,30,128,112,146,148,137,185,99,79,144,131
"Pex16",14,9,101,88,63,63,57,56,36,35,57,57
"Mapk8ip1",39,35,121,119,136,125,85,117,62,76,107,141
"Cry2",74,35,258,183,188,201,252,340,170,134,156,159
"Slc35c1",1,6,46,23,20,11,13,15,8,9,16,17
"Chst1",14,13,45,59,82,77,87,147,75,50,43,47
"Syt13",4,3,5,2,5,11,9,7,1,11,11,23
"Trp53i11",15,18,53,29,36,41,20,39,21,37,37,19
"Tspan18",13,6,15,17,35,32,24,49,16,14,17,26
"Cd82",44,22,154,174,88,104,112,129,100,81,73,70
"Alx4",0,1,1,9,4,2,3,3,1,5,5,5
"Ext2",101,95,479,437,349,397,312,430,167,197,292,326
"Accs",2,2,12,6,9,9,8,5,3,2,7,11
"Gm13889",40,19,143,134,44,81,78,67,116,37,107,216
"Alkbh3",34,18,179,146,91,124,109,120,61,50,82,84
"Hsd17b12",47,46,308,242,234,248,217,300,140,106,133,179
"Ttc17",19,5,63,77,41,53,42,41,21,23,40,35
"2810002D19Rik",7,10,54,58,25,45,39,53,22,25,37,38
"Api5",51,56,282,168,231,213,217,243,115,110,168,160
"B230118H07Rik",33,27,139,140,128,162,128,137,81,54,114,125
"Traf6",11,16,41,31,32,32,34,27,27,16,19,21
"Prr5l",2,0,5,3,7,14,5,11,3,4,11,10
"Commd9",24,11,91,106,62,82,62,52,27,27,65,76
"Ldlrad3",17,36,100,97,76,103,53,85,36,47,85,71
"Trim44",36,30,166,161,127,113,94,122,67,62,117,89
"Fjx1",45,26,139,111,78,60,63,84,44,51,70,69
"Pamr1",183,165,652,790,691,703,540,686,287,294,633,595
"Cd44",444,326,1572,1042,1687,1748,1130,1199,832,777,1186,1021
"Pdhx",11,6,57,37,28,49,51,47,24,28,35,23
"Apip",25,23,115,119,117,130,99,94,75,53,101,91
"Cat",60,33,149,197,179,187,164,170,82,85,174,177
"Abtb2",13,13,63,50,62,69,58,67,47,28,49,41
"Nat10",5,9,50,26,26,30,23,25,13,9,26,14
"Caprin1",107,93,436,359,334,372,274,322,171,150,255,284
"Lmo2",71,46,292,300,380,362,221,282,132,98,268,333
"Fbxo3",24,21,75,89,100,75,69,119,54,44,62,111
"Cd59b",5,3,5,5,13,14,3,8,4,3,10,9
"Cd59a",17,11,39,34,16,40,35,21,18,15,34,40
"D430041D05Rik",2,0,1,1,1,4,2,1,2,2,5,6
"Hipk3",175,110,633,414,509,554,357,406,322,248,381,364
"Cstf3",44,46,149,119,170,221,228,260,186,127,150,103
"Tcp11l1",6,5,12,14,11,10,6,12,8,8,12,8
"Depdc7",3,1,7,9,6,6,3,8,4,5,8,6
"Qser1",21,14,74,71,67,70,39,63,40,38,57,51
"Eif3m",172,116,794,756,713,862,790,794,401,328,565,569
"Wt1",0,3,1,1,9,1,3,2,6,0,2,3
"Rcn1",173,140,905,788,606,630,475,654,302,308,596,562
"Elp4",18,14,61,49,53,56,74,70,28,24,41,46
"Immp1l",104,71,475,426,374,409,295,352,223,191,337,380
"Dnajc24",26,16,134,164,112,119,109,128,65,54,112,102
"Mpped2",5,0,7,10,16,13,9,21,9,6,17,20
"2700007P21Rik",13,12,39,39,30,36,39,50,32,20,36,45
"Mettl15",8,2,19,15,18,30,23,20,8,5,22,16
"Bdnf",13,14,39,17,32,45,16,18,27,15,50,75
"Lin7c",60,43,218,161,203,213,180,183,121,110,175,164
"Lgr4",18,25,91,67,52,67,54,88,46,34,41,58
"Ccdc34",60,57,174,158,223,224,193,226,116,103,167,191
"Fibin",324,230,1297,1120,867,713,567,767,400,499,677,600
"Ano3",1,0,1,0,3,6,3,5,5,5,4,3
"Lpcat4",8,9,55,48,30,44,25,34,22,29,41,25
"Nop10",290,213,1745,1308,1075,1113,822,959,692,497,864,871
"Slc12a6",18,13,101,81,77,73,47,79,31,46,62,44
"Tmem85",93,73,454,382,329,365,295,388,194,166,248,275
"2410042D21Rik",23,33,119,85,104,113,87,93,62,54,77,78
"2900064A13Rik",215,156,1108,911,797,905,872,853,499,423,616,703
"Aven",21,28,130,84,65,69,40,65,25,36,37,42
"Fmn1",3,3,13,20,13,14,9,15,6,6,8,6
"Aqr",14,9,74,54,50,66,54,63,36,22,44,52
"Zfp770",1,0,11,6,11,11,6,11,6,4,6,5
"Atpbd4",10,8,56,35,45,38,32,35,21,23,31,33
"BC052040",0,2,11,12,12,10,7,13,5,4,10,11
"Meis2",31,12,83,47,80,117,101,126,77,56,67,63
"D330050G23Rik",3,0,13,11,3,7,3,9,2,1,12,13
"Spred1",29,30,122,75,74,102,59,86,46,35,90,106
"Fam98b",23,9,59,44,70,71,62,56,30,38,57,56
"Thbs1",1654,970,8066,4803,5383,4842,5308,5047,3672,3415,3597,3087
"Gpr176",3,3,37,16,14,17,9,4,5,4,2,3
"Eif2ak4",7,4,30,22,30,33,28,28,12,15,22,21
"Srp14",269,201,1593,1444,1049,1165,848,1077,600,523,873,890
"Bmf",1,1,21,19,4,13,11,13,9,7,4,15
"5430417L22Rik",7,5,41,25,28,32,28,25,13,13,18,19
"A430105I19Rik",3,0,10,8,6,1,6,7,9,2,3,3
"D2Ertd750e",0,1,6,7,4,9,3,6,4,3,3,4
"Ivd",27,9,51,66,53,64,58,85,48,43,41,51
"Bahd1",19,15,75,55,56,64,53,58,52,40,39,31
"Chst14",15,24,72,102,63,58,41,63,38,35,63,70
"Ccdc32",14,15,71,84,56,61,54,53,44,26,53,58
"Rpusd2",1,3,14,5,13,10,6,8,5,2,2,10
"Rad51",1,2,2,5,2,9,6,3,1,0,4,4
"Fam82a2",29,23,96,84,84,93,71,84,55,40,82,74
"Dnajc17",13,10,54,45,45,51,52,55,42,31,44,37
"Zfyve19",14,10,63,60,51,43,30,42,21,31,27,40
"Vps18",4,3,14,20,25,22,32,34,13,12,25,26
"Dll4",10,1,14,6,17,22,14,11,8,26,5,12
"Chac1",2,2,2,5,0,2,1,2,0,2,0,0
"Ino80",22,14,73,56,68,89,66,91,50,37,65,56
