"gene","18-F-50","18-F-51","18-M-52","18-M-53","21-F-54","21-F-55","24-M-58","24-M-59","24-M-60","24-M-61","3-F-56","3-F-57"
"1500003O03Rik",186,134,694,644,582,645,555,715,368,346,525,459
"1700020I14Rik",40,26,150,133,128,108,84,109,70,63,101,98
"Nusap1",3,1,2,8,6,6,5,5,4,10,4,5
"Ndufaf1",4,5,38,42,18,34,27,38,17,11,27,23
"Rtf1",110,90,278,251,432,457,375,480,228,195,369,369
"Rpap1",2,0,18,14,15,13,10,16,12,3,14,16
"Tyro3",5,2,27,22,15,16,24,23,9,7,19,31
"Mga",46,45,114,86,148,158,138,165,138,98,140,121
"Mapkbp1",11,10,51,36,40,40,26,28,16,22,47,26
"Jmjd7",4,2,26,18,13,22,16,16,14,15,14,14
"Pla2g4b",1,0,6,6,7,4,1,1,1,5,6,2
"Ehd4",88,52,180,106,261,389,263,251,160,160,208,193
"Vps39",6,13,51,44,29,32,33,34,17,24,32,26
"Tmem87a",12,8,15,12,19,31,30,23,18,13,20,29
"Ganc",12,4,9,11,19,30,24,38,19,11,20,25
"Zfp106",68,47,210,162,160,190,137,167,87,95,130,140
"Snap23",65,70,306,298,266,275,188,264,132,141,234,231
"Lrrc57",22,12,81,83,64,84,62,79,41,44,50,70
"Haus2",6,3,5,5,11,13,14,21,9,7,17,11
"Cdan1",2,5,16,13,16,16,17,17,17,5,12,10
"Ttbk2",23,16,46,73,62,74,57,75,41,42,53,61
"Ubr1",26,20,91,63,86,107,89,111,53,50,85,81
"Tmem62",7,3,51,33,22,27,23,36,25,16,25,20
"Ccndbp1",35,21,163,157,168,184,137,168,70,103,125,125
"Lcmt2",17,17,70,71,82,87,111,156,82,43,57,78
"Adal",6,7,14,17,13,13,12,14,15,5,15,15
"Zscan29",5,7,20,24,15,25,21,25,14,9,30,20
"Tubgcp4",2,3,12,9,8,10,8,5,7,3,7,9
"Trp53bp1",6,6,16,40,20,22,16,31,16,14,14,20
"Mtap1a",29,5,41,51,71,74,56,61,33,50,52,71
"Ppip5k1",5,7,10,8,13,9,13,15,6,9,8,11
"Pdia3",808,678,2779,2829,2981,3260,2835,3428,1382,1322,2042,1812
"Serf2",1817,1392,10371,9168,5896,6289,4334,5480,2898,2765,5646,5951
"2310003F16Rik",249,197,1440,1227,915,996,788,1008,464,452,838,838
"Mfap1b",8,4,2,5,12,37,26,21,15,14,25,17
"Mfap1a",27,27,80,55,117,157,152,183,95,100,115,119
"Wdr76",1,0,6,5,8,5,5,8,9,2,4,5
"Casc4",52,47,132,105,147,152,125,145,102,80,104,137
"Ctdspl2",15,14,64,40,87,84,95,96,52,44,64,63
"Gm9781",52,45,63,43,161,201,129,162,74,50,115,126
"Spg11",6,9,39,31,25,26,29,41,12,14,25,22
"B2m",3667,3021,17362,13635,12886,17242,13522,14466,8387,8985,10184,10530
"Trim69",1,0,3,7,4,3,4,8,5,3,1,2
"Sord",56,39,180,136,210,208,151,178,144,107,195,153
"Duoxa1",31,28,56,62,139,123,63,100,30,39,64,69
"Duox1",16,11,48,48,69,79,49,62,23,28,43,32
"Shf",12,10,30,35,22,30,10,23,11,17,24,19
"Slc28a2",5,3,11,9,16,18,4,9,10,11,6,8
"Bambi-ps1",7,3,18,28,15,16,13,16,10,13,15,14
"Gatm",50,78,17,27,82,37,68,10,8,12,3,3
"AA467197",7,3,76,46,51,81,82,118,40,32,14,39
"Slc30a4",24,20,110,95,87,87,67,77,50,57,54,65
"Pldn",11,13,63,49,34,43,23,28,20,27,27,34
"Sqrdl",55,40,238,241,245,344,279,336,143,130,195,173
"Sema6d",12,2,49,46,17,27,20,18,15,14,27,27
"Slc24a5",15,22,56,43,65,72,53,48,43,41,36,51
"Myef2",32,29,69,74,98,99,87,88,70,51,77,66
"Dut",86,52,329,305,208,262,158,197,143,105,215,216
"Fbn1",834,712,4197,4295,3506,2995,2395,3224,880,1237,2713,2585
"Cep152",5,2,5,7,10,8,10,10,6,5,4,10
"Shc4",1,2,3,4,3,8,3,4,0,3,6,4
"Eid1",87,57,303,318,310,328,220,255,122,123,266,313
"Secisbp2l",37,25,86,74,113,124,113,97,73,66,92,89
"Cops2",75,65,307,264,318,303,306,289,181,139,205,260
"Galk2",23,14,102,83,73,99,89,87,52,45,79,63
"Fgf7",53,51,269,167,230,304,202,230,157,133,137,152
"Dtwd1",9,10,44,58,37,35,42,41,30,15,36,21
"Hdc",2,4,21,7,8,12,7,4,8,10,19,5
"Gabpb1",140,98,573,386,523,578,512,571,330,315,445,363
"Usp8",33,28,166,120,145,142,139,153,94,79,117,142
"Trpm7",56,47,164,107,164,190,171,182,112,75,110,127
"2010106G01Rik",59,40,216,136,237,256,164,213,106,129,186,193
"Ap4e1",7,4,32,30,32,29,30,27,15,12,18,22
"Blvra",22,22,126,129,121,145,122,156,76,51,101,91
"Itpripl1",17,14,59,38,38,47,29,30,24,18,23,27
"1810024B03Rik",9,6,28,15,25,15,15,11,10,10,17,20
"Snrnp200",21,16,108,105,80,84,68,84,46,43,69,65
"Ciao1",28,13,94,95,78,102,88,117,53,47,58,65
"Tmem127",31,27,140,110,88,96,55,69,32,40,59,86
"Stard7",19,19,100,91,107,86,83,116,52,53,72,88
"Dusp2",5,2,23,12,33,59,14,29,28,22,40,44
"Fahd2a",7,3,17,11,19,32,7,22,15,11,12,17
"Kcnip3",3,4,19,13,6,7,19,16,8,11,10,3
"Mrps5",44,29,161,129,165,179,146,138,89,72,119,133
"Mal",12,3,2,3,1,1,3,1,0,0,0,1
"Mall",3,2,11,3,8,11,4,10,4,10,6,8
"Nphp1",27,13,105,70,85,80,85,90,44,49,53,76
"1500011K16Rik",37,43,227,254,161,187,129,152,94,62,178,160
"Bcl2l11",20,20,106,72,123,127,104,125,82,80,103,98
"Gm14005",83,55,294,238,290,267,185,224,141,135,231,182
"Anapc1",22,20,112,110,77,86,52,84,45,34,74,78
"Tmem87b",47,30,170,98,152,168,146,186,92,96,117,109
"Fbln7",258,212,1652,1789,901,894,838,807,526,532,893,884
"Zc3h8",3,2,17,14,12,17,9,14,12,6,15,9
"Zc3h6",17,11,74,70,69,91,106,91,47,51,59,53
"Ttl",20,15,86,65,78,105,62,82,37,36,54,65
"Polr1b",5,3,65,21,21,28,21,19,16,8,18,18
"Chchd5",25,17,82,105,93,93,61,90,54,38,72,84
"Slc20a1",32,24,122,93,125,149,96,102,75,69,56,90
"Il1b",3,2,51,31,20,24,40,78,19,17,15,10
"Sirpa",64,55,299,269,254,305,196,312,194,166,199,199
"4932416H05Rik",3,0,22,7,12,12,3,11,3,6,11,13
"Stk35",18,22,122,77,87,93,64,84,57,77,76,58
"Snrpb",488,340,2703,1988,1869,2044,1633,1899,1146,939,1341,1406
"Nop56",184,139,896,495,624,730,715,696,359,354,432,403
"Idh3b",110,77,348,288,342,404,327,409,203,162,290,313
"Ebf4",1,1,5,5,5,5,1,3,7,4,5,7
"Cpxm1",181,162,613,790,563,535,870,1017,303,390,311,502
"Fam113a",10,6,34,54,16,22,13,20,14,12,20,21
"Vps16",17,12,67,64,71,77,73,95,40,38,56,51
"Ptpra",120,91,388,370,388,393,334,403,212,181,311,352
"Mrps26",46,27,340,279,147,193,141,196,118,98,152,155
"Ubox5",6,4,3,3,8,5,6,6,4,2,3,8
"Fastkd5",6,4,24,11,30,13,18,18,12,5,8,8
"Prosapip1",1,2,3,1,4,14,2,7,5,4,6,3
"Ddrgk1",186,158,811,721,609,727,575,716,405,357,567,563
"Itpa",33,18,168,159,131,141,102,112,74,58,109,124
"4930402H24Rik",13,16,25,40,56,50,43,42,29,17,48,49
"Gm14057",5,10,21,19,20,23,22,20,15,18,19,17
"A730017L22Rik",2,1,4,12,6,8,3,3,2,4,11,4
"Atrn",11,5,73,51,36,34,20,28,17,19,33,27
"Adam33",34,15,71,63,69,87,81,120,71,39,52,47
"Hspa12b",7,20,18,30,48,58,27,69,19,22,42,27
"1700037H04Rik",19,15,71,78,55,46,39,32,29,33,45,37
"Spef1",7,3,43,32,35,29,19,22,17,12,29,24
"Cenpb",68,61,334,326,182,156,112,172,93,77,167,177
"Cdc25b",7,4,29,27,25,19,15,11,11,16,15,16
"2310035K24Rik",7,6,38,60,24,28,24,22,13,7,26,22
"Mavs",15,8,39,35,37,49,33,52,22,29,47,41
"Pank2",54,38,210,154,138,184,144,162,98,78,122,140
"Rnf24",21,15,68,69,74,78,54,47,38,27,49,45
"Smox",37,24,141,145,104,122,94,103,66,58,131,142
"Prnp",433,314,1487,1511,1542,1624,1288,1610,744,697,1218,1175
"Rassf2",21,24,60,86,74,80,77,84,56,35,72,67
"Slc23a2",21,23,132,80,82,94,63,65,52,60,59,52
"5730494N06Rik",31,33,191,194,151,169,128,171,81,68,151,122
"Pcna",114,92,605,410,536,683,559,568,334,278,357,340
"Cds2",33,31,159,107,99,117,76,98,84,58,74,76
"Gpcpd1",23,20,140,103,80,111,88,111,50,52,116,119
"1110034G24Rik",8,6,50,39,32,27,29,44,35,18,20,29
"Trmt6",25,18,75,55,71,71,68,66,31,41,49,46
"Mcm8",1,2,3,11,5,5,6,4,4,3,4,2
"Crls1",17,24,100,92,37,44,27,48,20,12,45,64
"Bmp2",362,212,569,478,1309,1369,1011,995,548,560,907,822
"Tmx4",33,20,113,98,128,133,116,111,66,66,106,107
"Plcb1",10,3,9,9,16,25,7,13,7,2,23,24
"Plcb4",20,15,25,27,50,53,42,60,24,27,67,57
"Mkks",26,30,190,228,163,189,112,162,97,71,151,136
"Jag1",35,25,68,101,90,99,104,120,46,42,73,88
"Btbd3",24,15,63,74,75,88,58,77,44,55,83,71
"Ism1",12,19,108,63,61,65,33,49,32,17,57,61
"Tasp1",6,16,45,53,40,28,24,27,23,10,31,40
"Esf1",67,48,169,104,297,294,266,261,154,132,178,198
"2310003L22Rik",21,7,86,66,39,47,42,51,31,18,47,43
"Macrod2",20,11,54,50,61,55,40,50,29,28,59,50
"Flrt3",6,7,30,24,14,24,20,33,23,8,23,22
"Kif16b",13,5,25,17,26,30,17,23,16,19,20,25
"Snrpb2",111,68,338,326,382,420,362,367,182,173,236,324
"C630020P19Rik",2,0,1,3,7,2,2,1,1,0,2,2
"Pcsk2",7,2,12,3,21,15,10,5,8,6,5,4
"Bfsp1",8,3,44,32,22,25,37,42,22,8,19,18
"Dstn",711,512,2320,2313,2717,3152,2184,2348,1324,1169,2446,2061
"Rrbp1",498,390,1736,1435,2187,2248,1774,2180,1132,1064,1888,2029
"Snx5",99,79,456,361,295,388,276,375,221,165,285,290
"8430406I07Rik",19,22,96,74,74,107,62,79,41,47,71,60
"Csrp2bp",11,6,45,48,16,39,24,35,29,15,27,34
"6330439K17Rik",1,1,5,0,0,6,2,9,6,2,5,8
"Polr3f",3,6,21,14,14,24,17,22,14,16,12,20
"Rbbp9",36,23,78,77,65,70,68,75,34,37,61,59
"Sec23b",43,37,244,194,192,197,168,226,110,79,138,123
"Gm561",25,19,157,179,118,162,119,132,85,65,103,109
"Dtd1",58,32,237,350,234,331,293,338,179,135,240,211
"Slc24a3",5,2,1,5,10,9,10,13,4,3,15,15
"Rin2",52,30,133,149,134,132,126,139,103,74,128,142
"Naa20",92,66,332,332,243,278,221,293,149,159,231,237
"Crnkl1",13,12,54,41,73,72,70,67,34,23,50,40
"Ralgapa2",5,4,19,13,12,14,15,16,16,14,18,21
"Plk1s1",25,26,106,118,102,111,112,129,63,58,100,100
"Xrn2",37,37,132,108,194,213,207,202,105,87,150,129
"Pax1",0,4,5,10,12,6,13,3,5,5,7,13
"Thbd",327,214,1949,1252,1662,2036,2036,1828,1526,963,920,826
"Cd93",16,2,35,37,58,53,46,25,18,39,22,25
"Nxt1",22,28,164,135,113,128,103,120,92,62,76,82
"Gzf1",8,6,40,28,40,41,27,48,18,30,32,27
"Napb",0,0,3,6,0,9,3,7,5,3,3,1
"Cst3",8640,5663,48711,34306,30049,39293,29828,31552,21579,17869,25284,25107
"Tmem90b",2,0,64,21,6,10,5,6,3,8,7,5
"Zfp120",5,1,25,20,18,19,17,25,9,10,11,21
"Zfp937",2,1,8,11,16,15,15,15,12,4,26,30
"Zfp442",3,3,9,9,13,22,20,20,12,8,11,18
"2310001A20Rik",16,13,96,78,75,89,88,69,41,43,54,55
"Acss1",3,3,13,4,0,7,7,13,5,8,2,1
"Entpd6",2,3,17,14,1,7,6,9,1,7,1,2
"Pygb",27,20,120,133,91,111,103,157,58,57,91,122
"Abhd12",63,50,277,242,197,224,190,194,135,98,176,206
"Gins1",2,3,6,7,6,4,4,6,3,4,2,1
"Ninl",3,1,2,2,10,3,2,6,2,4,1,2
"Nanp",2,2,16,23,9,17,15,9,6,3,10,15
"Nsfl1c",86,60,315,287,247,346,267,323,159,156,192,229
"Fkbp1a",686,465,3254,2615,2159,2377,1826,2193,1071,1054,1854,1908
"Snph",4,2,8,5,7,9,5,1,5,3,4,2
"Psmf1",23,24,97,103,71,91,80,96,41,40,62,53
"Fam110a",9,5,15,21,9,14,12,12,4,8,13,9
"Srxn1",305,216,1731,937,1002,1196,1025,933,801,753,849,680
"Tcf15",29,15,73,63,62,98,62,51,61,45,35,77
"Csnk2a1",136,91,361,292,446,448,336,397,231,168,331,369
"Tbc1d20",5,3,9,14,11,21,11,14,9,9,14,11
"Rbck1",102,62,431,334,286,340,202,293,159,156,233,224
"Trib3",5,2,17,8,22,28,22,26,18,13,14,13
"Sox12",1,2,2,3,4,5,2,9,3,1,1,6
"Zcchc3",3,3,22,15,12,19,28,30,25,16,29,17
"Defb25",5,7,38,20,23,19,17,19,12,11,14,20
"Rem1",10,5,52,65,33,57,40,55,41,33,39,31
"H13",212,145,1184,952,714,824,724,793,408,366,640,598
"Mcts2",8,9,41,44,35,35,38,28,20,12,31,33
"Id1",115,57,395,278,399,555,239,328,197,272,228,315
"Cox4i2",15,8,20,13,14,12,2,6,1,9,26,17
"Bcl2l1",51,29,109,87,108,89,95,101,60,63,78,92
"Tpx2",2,1,3,6,6,0,7,7,2,7,0,2
"Mylk2",2,5,5,8,5,20,6,5,4,2,10,5
"Foxs1",46,47,118,126,85,110,105,135,52,52,146,169
"Pdrg1",67,45,270,264,209,238,137,197,133,85,167,176
"BC020535",4,2,16,7,3,16,12,8,6,4,4,9
"Hck",0,0,4,6,2,2,2,4,4,4,2,0
"Tm9sf4",44,37,198,177,143,153,123,143,74,88,132,111
"Tspyl3",3,2,13,14,6,9,6,11,2,3,10,7
"Plagl2",6,11,40,23,28,31,23,28,22,20,17,28
"Pofut1",17,18,106,90,78,80,38,50,32,37,51,57
"Kif3b",4,7,22,27,25,37,23,27,13,17,9,26
"2500004C02Rik",1,1,8,12,2,7,1,4,2,5,4,6
"Asxl1",31,27,157,87,116,75,74,100,52,50,90,77
"8430427H17Rik",5,3,13,15,8,6,7,9,5,6,12,5
"Commd7",33,40,183,181,176,188,164,188,109,87,154,154
"Dnmt3b",2,2,13,9,11,16,11,9,9,12,6,8
"Mapre1",366,187,1152,820,1219,1550,1209,1194,811,703,915,879
"Cdk5rap1",5,10,11,23,12,27,14,14,15,5,12,15
"Snta1",50,28,143,152,117,129,112,153,112,64,87,99
"Cbfa2t2",31,19,64,79,62,98,76,87,47,39,68,68
"Necab3",5,8,3,10,28,30,14,39,3,13,19,12
"1700003F12Rik",1,11,10,6,14,33,40,46,13,28,9,9
"E2f1",13,16,35,52,49,55,34,53,16,31,64,45
"Pxmp4",12,11,28,33,41,40,25,28,13,14,42,33
"Zfp341",5,0,8,6,4,5,1,5,4,5,3,6
"Chmp4b",586,436,2851,1933,1939,2190,1696,1908,1102,1026,1491,1473
"Raly",421,251,1701,1249,1382,1639,879,1025,699,656,960,977
"Eif2s2",561,454,1461,1033,2012,2282,1804,1971,995,931,1329,1468
"a",1,2,14,0,1,4,1,2,1,0,1,0
"Ahcy",25,14,161,105,93,100,87,120,65,49,80,83
"Itch",27,20,97,72,70,76,69,69,41,30,55,79
"Dynlrb1",478,326,2501,2076,1768,1899,1354,1720,932,794,1460,1452
"Map1lc3a",659,486,3531,2665,2328,2754,2003,2394,1462,1369,1952,1791
"Pigu",15,4,65,64,40,60,50,66,30,23,48,52
"Trp53inp2",29,23,105,74,67,57,58,74,38,32,58,71
"Ncoa6",13,7,55,70,68,76,44,78,49,42,51,52
"Ggt7",14,5,64,52,29,45,41,57,24,21,19,29
"Acss2",14,5,43,30,40,34,38,41,27,26,16,28
"Gss",7,5,54,46,35,35,33,36,18,15,38,32
"Trpc4ap",62,52,269,252,201,205,178,272,143,102,182,212
"Edem2",38,16,181,206,130,126,139,164,98,73,132,89
"Procr",350,222,4102,2451,1701,2792,3507,4817,2812,2349,1305,1018
"Mmp24",2,2,2,0,2,1,1,1,2,0,3,1
"BC029722",56,41,191,193,108,152,110,145,97,60,136,95
"Eif6",272,178,1632,988,942,1046,873,893,539,452,650,646
"Uqcc",24,13,60,69,42,47,52,66,38,32,42,44
"Cep250",11,2,14,21,19,21,14,19,11,17,31,20
"Ergic3",446,290,2007,1883,1423,1542,1395,1533,786,785,1248,1365
"Cpne1",51,57,234,197,184,168,132,191,103,90,146,155
"Rbm12",13,14,95,72,86,92,77,72,57,41,65,51
"Nfs1",21,20,117,116,102,112,85,109,54,48,90,84
"Romo1",395,271,1973,1615,1386,1476,1083,1273,733,643,1058,1097
"Rbm39",455,361,1415,1091,1830,1806,1891,2133,1226,1028,1380,1414
"Phf20",32,17,91,66,133,135,126,171,67,62,85,111
"Scand1",150,112,938,862,500,561,404,517,311,268,486,554
"4921517L17Rik",7,2,15,5,5,10,10,14,6,5,10,12
"2900097C17Rik",134,118,554,459,418,428,316,417,244,215,363,384
"Epb4.1l1",25,22,212,134,76,94,67,82,38,48,82,79
"0610011L14Rik",18,17,63,48,51,48,48,47,52,36,33,37
"Dlgap4",281,174,905,681,784,942,621,779,445,466,670,584
"Myl9",119,75,194,184,212,227,240,246,129,117,277,338
"Tgif2",38,33,120,98,107,126,100,115,46,65,103,113
"5430405H02Rik",8,3,18,18,10,18,15,27,10,12,8,17
"1110008F13Rik",100,79,655,559,365,395,349,353,188,175,357,441
"Ndrg3",68,38,247,221,193,225,177,210,111,101,219,200
"Dsn1",3,1,4,12,1,5,4,4,2,1,7,6
"9830001H06Rik",53,36,134,135,173,159,129,140,96,78,129,163
"Samhd1",73,61,379,248,265,262,347,441,209,212,216,173
"Rbl1",3,2,14,15,11,9,5,9,4,2,5,10
"Rpn2",415,318,1997,1722,1640,1847,1800,2003,898,790,1374,1387
"Manbal",62,49,376,311,231,254,189,201,127,104,191,206
"Src",19,15,73,61,50,44,49,41,27,41,53,50
"Blcap",29,14,116,110,73,81,82,79,46,48,63,78
"Ctnnbl1",30,21,184,177,174,203,186,178,99,84,119,115
"Tti1",4,4,13,15,14,13,10,19,5,4,11,9
"Rprd1b",13,10,62,56,52,54,48,64,38,25,51,49
"Tgm2",151,123,1214,815,422,518,524,671,419,344,407,387
"D630003M21Rik",4,6,32,52,26,39,29,34,25,23,39,23
"Lbp",297,176,1645,1362,1463,1306,1107,1372,538,553,1125,972
"9430008C03Rik",21,17,157,85,63,83,51,71,51,37,58,57
"Snhg11",16,8,12,12,23,35,47,49,30,21,11,24
"Ralgapb",10,14,71,58,49,33,42,47,31,30,34,37
"Adig",5,0,5,4,14,15,3,4,2,4,33,8
"Actr5",8,6,33,29,28,44,42,27,26,12,24,23
"Ppp1r16b",4,5,5,4,6,8,4,12,8,7,4,7
"Fam83d",6,3,1,6,2,8,6,10,2,0,7,8
"Dhx35",3,3,7,13,9,10,7,12,2,3,4,4
"Gm826",2,0,2,0,2,6,8,2,3,2,1,2
"Mafb",98,83,455,478,524,620,576,533,429,344,392,546
"Top1",397,263,1064,587,1596,1814,1457,1567,993,901,1262,1188
"Zhx3",7,10,43,38,43,42,47,56,18,28,39,50
"Lpin3",11,7,92,70,30,33,32,44,30,19,43,49
"Emilin3",0,3,1,4,2,2,1,8,0,2,4,5
"Chd6",35,25,88,84,138,160,121,139,81,77,93,135
"Ptprt",2,0,1,0,2,0,0,1,2,0,9,4
"Srsf6",218,144,806,568,658,765,525,630,391,344,511,585
"L3mbtl1",4,2,7,4,4,5,1,0,4,4,5,8
"Ift52",14,14,86,83,55,78,70,81,56,43,53,61
"3230401D17Rik",130,102,487,312,356,523,418,442,265,232,342,365
"Fitm2",2,1,14,12,6,6,1,2,4,9,4,10
"Ttpal",22,12,134,74,72,71,58,98,69,31,59,53
"Serinc3",428,317,1625,1132,1272,1649,1318,1395,945,767,1168,800
"Pkig",139,126,825,599,465,524,437,466,332,283,394,430
"Ada",16,7,51,50,32,41,38,33,24,21,25,46
"Wisp2",96,43,591,440,359,309,369,322,150,116,395,264
"Ywhab",288,221,1256,1071,1081,1032,871,1022,562,502,824,938
"Pabpc1l",2,2,4,6,7,7,5,4,1,3,2,2
"Tomm34",65,43,263,183,194,260,227,264,137,137,181,168
"Stk4",10,12,33,39,37,39,23,37,21,16,39,38
"Slpi",9,20,50,28,10,21,7,27,11,6,3,13
"Matn4",62,46,81,95,115,109,121,132,66,71,163,219
"Sdc4",1472,1085,4494,2696,2940,2796,2428,2608,1663,1193,2357,2458
"Sys1",86,75,492,412,268,375,294,348,192,174,315,365
"Dbndd2",64,40,228,250,194,196,125,159,84,92,175,189
"Pigt",77,51,332,310,236,239,185,256,100,102,246,270
"Wfdc2",3,12,8,5,6,16,5,7,2,4,4,17
"Dnttip1",34,31,161,112,85,103,78,98,65,48,80,95
"Ube2c",11,0,17,7,4,2,4,9,1,14,0,0
"Tnnc2",73,53,37,44,101,159,95,136,57,47,61,42
"Snx21",36,31,126,173,99,123,91,126,75,54,96,119
"Acot8",5,7,49,68,32,63,38,41,32,31,55,44
"Zswim3",1,0,4,4,7,14,3,6,2,4,6,3
"Zswim1",0,4,18,19,6,12,10,9,6,2,4,7
"Neurl2",0,0,12,9,7,9,7,2,4,3,2,3
"Ctsa",140,81,553,523,346,459,459,452,222,211,404,381
"Pltp",107,83,428,325,359,495,499,556,290,267,169,135
"Pcif1",52,39,213,159,164,188,136,166,109,86,194,181
"Zfp335",9,3,48,48,27,40,34,23,21,18,35,32
"Ncoa5",18,11,124,70,64,81,71,67,60,51,67,51
"Cd40",0,5,11,12,22,24,19,25,10,9,10,5
"Slc35c2",14,25,130,121,65,71,42,63,29,44,88,75
"Elmo2",15,24,88,84,69,86,58,84,44,42,59,68
"Zfp334",0,2,6,6,3,5,7,3,2,6,3,3
"2810408M09Rik",12,16,63,54,35,52,36,43,36,25,39,37
"Slc2a10",15,7,42,41,37,48,38,39,13,23,44,35
"Eya2",47,42,313,233,109,135,126,157,131,81,95,113
"Zmynd8",25,15,49,62,63,87,47,67,33,30,80,56
"Ncoa3",117,47,177,160,190,204,175,190,125,109,203,195
"Sulf2",114,78,377,410,352,349,265,314,159,149,264,320
"Prex1",17,10,44,45,35,38,16,25,18,14,45,67
"Trp53rk",7,6,15,11,13,20,18,26,12,5,12,9
"Arfgef2",16,11,96,59,41,45,46,37,38,27,45,35
"Cse1l",25,26,141,118,117,142,85,127,77,54,99,115
"Stau1",97,74,401,312,309,402,282,356,227,186,291,282
"Ddx27",33,23,184,104,136,164,124,160,77,61,102,106
"Znfx1",25,23,92,72,57,86,49,74,63,56,51,45
"1500012F01Rik",174,106,1357,810,716,860,547,604,469,390,620,605
"Kcnb1",3,0,5,4,8,2,2,4,5,7,4,7
"Ptgis",255,170,1384,1183,981,829,573,682,424,341,936,947
"B4galt5",138,110,722,367,388,457,278,297,227,192,323,299
"Slc9a8",10,2,58,30,29,33,20,37,13,18,24,21
"Spata2",23,22,99,78,82,81,58,89,55,41,57,64
"Rnf114",53,38,168,176,136,175,140,185,95,125,140,135
"Snai1",35,39,174,192,121,168,139,139,139,115,128,137
"Ube2v1",200,159,746,643,523,665,517,679,371,328,531,527
"Tmem189",13,9,46,44,25,28,30,26,21,18,30,38
"Cebpb",3916,2682,15227,10263,5702,7535,14827,20361,6840,5944,6251,9402
"A530013C23Rik",7,2,20,16,11,11,10,9,6,8,5,6
"Ptpn1",125,92,545,320,400,463,433,518,288,256,342,372
"Adnp",39,36,160,119,108,121,84,107,50,59,97,106
"Dpm1",75,69,505,377,364,419,375,393,235,162,288,292
"Mocs3",4,2,35,25,22,26,20,21,19,11,24,25
"Nfatc2",25,9,94,108,76,64,37,58,32,27,49,82
"Atp9a",27,16,79,75,52,40,33,49,18,28,63,58
"Zfp64",13,8,40,49,32,48,28,42,27,12,39,44
"Tshz2",39,33,203,179,163,146,118,129,106,82,110,121
"Zfp217",31,13,109,86,83,91,70,102,73,41,76,64
"Bcas1",4,4,1,0,0,1,2,4,0,0,1,2
"Pfdn4",73,48,305,253,251,262,240,257,148,108,196,239
"Dok5",2,2,15,25,5,2,12,13,2,3,13,10
"2010011I20Rik",13,11,41,33,33,42,28,37,23,19,31,17
"Cstf1",5,8,31,31,21,23,29,31,17,10,16,26
"2410001C21Rik",37,29,170,163,142,158,167,159,99,78,117,119
"Bmp7",12,7,18,25,28,55,20,43,17,20,35,31
"Rae1",39,34,229,166,141,157,165,162,101,76,112,153
"Rbm38",14,17,30,22,37,52,37,27,22,23,26,21
"Zbp1",35,29,187,89,62,132,63,114,46,61,92,63
"Pmepa1",313,260,628,574,1141,1121,637,782,489,383,811,923
"Ppp4r1l-ps",3,2,10,9,7,9,7,7,10,6,19,10
"Rab22a",43,54,201,164,208,199,139,174,86,93,171,176
"Vapb",173,113,703,598,570,612,387,524,281,269,477,548
"Stx16",38,30,166,107,107,136,85,120,83,59,106,122
"Npepl1",63,54,225,207,193,220,179,258,105,104,141,147
"Gnas",2550,1870,11665,10297,9895,11008,6947,8761,5115,4828,7959,8335
"Th1l",6,16,54,54,33,46,41,66,15,28,30,59
"Ctsz",517,386,2338,2069,1665,1875,1494,1779,852,840,1661,1637
"Atp5e",681,497,5111,4568,2819,2967,1844,2450,1471,1284,2437,2604
"Slmo2",79,49,277,232,199,221,182,234,104,115,185,170
"Edn3",1,3,3,0,4,5,2,6,2,4,6,1
"Gm14391",4,3,6,8,8,13,6,7,6,2,6,11
"100043387",16,9,46,41,34,27,26,30,13,14,22,23
"Gm14295",47,42,161,130,146,134,135,138,86,67,113,106
"Gm14420",16,17,47,36,57,59,46,57,35,16,56,47
"Gm14403",14,11,33,42,28,29,15,24,23,11,22,27
"Gm14322",32,34,116,88,95,85,75,66,48,50,80,72
"Gm14325",11,5,44,35,32,46,29,39,23,16,24,43
"Gm14327",5,5,11,7,9,6,6,11,13,3,7,6
"Gm14326",20,20,57,43,51,60,33,46,27,19,40,49
"Etohi1",19,18,56,61,46,67,57,40,37,18,41,45
"Zfp931",5,7,15,17,10,14,11,3,4,6,18,5
"Ppp1r3d",5,4,20,6,12,11,15,19,9,8,13,11
"9030418K01Rik",1,1,10,7,7,11,10,8,8,7,9,15
"Taf4a",1,8,46,33,28,39,24,36,15,16,22,30
"4921531C22Rik",14,4,14,19,25,31,14,19,11,6,20,15
"Lsm14b",18,15,93,75,58,69,54,81,30,28,40,66
"Psma7",300,244,1500,1304,1165,1259,1027,1250,642,588,850,976
"Ss18l1",1,3,8,8,5,12,6,8,4,6,7,2
"Gtpbp5",8,4,62,58,41,49,32,48,26,20,35,43
"Osbpl2",31,17,95,97,72,90,65,75,44,54,78,72
"Adrm1",154,87,610,487,485,552,435,548,249,233,356,390
"Lama5",11,11,18,11,13,21,7,13,9,11,4,6
"Rps21",1728,1177,24633,19256,11857,12804,6928,8952,7762,6139,8590,8428
"Cables2",17,12,69,64,45,43,41,32,25,23,39,42
"Ogfr",75,67,380,304,221,350,250,265,161,175,251,211
"Col9a3",0,4,4,0,3,6,3,1,1,1,6,1
"Dido1",26,29,130,79,132,130,90,103,77,73,109,86
"2310003C23Rik",10,8,85,117,66,62,57,66,39,26,71,72
